Type,Number,Company,Location,City,Province,Country,Latitude,Longitude
2,175,Cainiao,回龙观新康园小区南门12号楼底商家百惠超市,Beijing,Beijing,China,40.070543,116.355507
2,176,Cainiao,北京市海淀区清河街道安宁庄西路2号安宁庄西路9号院25号楼,Beijing,Beijing,China,40.047834,116.322693
2,177,Cainiao,北京市海淀区,Beijing,Beijing,China,40.027346,116.350927
2,178,Cainiao,学院路街道清华东路27号院5号楼菜鸟驿站,Beijing,Beijing,China,40.006996,116.357341
2,179,Cainiao,学院路14号院15号楼前小停车场菜鸟驿站,Beijing,Beijing,China,40.008472,116.358021
2,180,Cainiao,温泉镇白家疃西口尚峰尚水尚品园3号楼1单元菜鸟驿站,Beijing,Beijing,China,40.050049,116.191491
2,181,Cainiao,青龙桥街道红山口甲三号,Beijing,Beijing,China,40.024265,116.272801
2,182,Cainiao,北京市西城区北礼士路103号平价超市,Beijing,Beijing,China,39.940037,116.359696
2,183,Cainiao,展览路街道甘家口1号楼,Beijing,Beijing,China,39.931499,116.33596
2,184,Cainiao,三环到四环之间海淀定慧东里24号楼菜鸟驿站,Beijing,Beijing,China,39.927428,116.292277
2,185,Cainiao,定慧西里20号楼菜鸟驿站,Beijing,Beijing,China,39.928957,116.289045
2,186,Cainiao,北京市海淀区四季青镇四季青常青园一区7号楼,Beijing,Beijing,China,39.961833,116.277343
2,187,Cainiao,椿楸嘉园11号楼1单元602室西门菜鸟驿站,Beijing,Beijing,China,39.943747,116.259243
2,188,Cainiao,苹果园街道西黄新村北里12号楼菜鸟驿站,Beijing,Beijing,China,39.941925,116.20947
2,189,Cainiao,金顶阳光枫景园3号楼菜鸟驿站,Beijing,Beijing,China,39.935687,116.173262
2,190,Cainiao,北京市石景山区金顶街街道金顶阳光柳青园9号楼,Beijing,Beijing,China,39.934254,116.170713
2,191,Cainiao,北京市石景山区金顶北路18号院13号楼,Beijing,Beijing,China,39.932829,116.172771
2,192,Cainiao,北京市丰台区右安门街道右安门外玉林里37号楼,Beijing,Beijing,China,39.869143,116.365736
2,193,Cainiao,丰台街道丰台北路庄维花园4号楼菜鸟驿站,Beijing,Beijing,China,39.870606,116.296295
2,194,Cainiao,文体路永善里2号楼,Beijing,Beijing,China,39.855146,116.292584
2,195,Cainiao,狼垡一村停车场旁菜鸟驿站,Beijing,Beijing,China,39.783442,116.293387
2,196,Cainiao,北京市房山区市房山区长阳镇金地朗悦一期7号楼,Beijing,Beijing,China,39.738394,116.198988
2,197,Cainiao,长阳镇九洲溪雅苑二区15号楼菜鸟驿站,Beijing,Beijing,China,39.778077,116.185647
2,198,Cainiao,北京市房山区黄辛庄东里15号楼菜鸟驿站,Beijing,Beijing,China,39.761646,116.154747
2,199,Cainiao,北京市房山区拱辰街道东羊庄新村二号楼菜鸟驿站,Beijing,Beijing,China,39.735801,116.170989
2,200,Cainiao,北京市大兴区采育镇育新花园中里a区14号楼,Beijing,Beijing,China,39.664336,116.641989
2,201,Cainiao,新源时代小区2号楼4单元菜鸟驿站,Beijing,Beijing,China,39.696905,116.334217
2,202,Cainiao,星城街道燕化星城健德二里28号楼菜鸟驿站,Beijing,Beijing,China,39.713888,116.070501
2,203,Cainiao,北京市房山区城关镇前朱各庄安置房1号楼,Beijing,Beijing,China,39.720006,116.018402
2,204,Cainiao,马家堡街道北京市丰台区马家堡西路26号流星院2号楼107天天超市,Beijing,Beijing,China,39.847685,116.37803
2,205,Cainiao,北京市房山区文化路16号楼,Beijing,Beijing,China,39.740829,116.151298
2,206,Cainiao,望楚村一区7号,Beijing,Beijing,China,39.66336,116.089342
2,207,Cainiao,长阳镇107国道聚客联益旁边,Beijing,Beijing,China,39.739907,116.228498
2,208,Cainiao,北京市昌平区水厂路甲12号,Beijing,Beijing,China,40.239557,116.134257
2,209,Cainiao,良乡大学城站路南首创紫悦台,Beijing,Beijing,China,39.726416,116.187616
2,210,Cainiao,北京市通州区新建村二期高层10号楼3单元101室,Beijing,Beijing,China,39.938621,116.648869
2,211,Cainiao,北京市海淀区八里庄街道八里庄路62号院2号楼,Beijing,Beijing,China,39.934699,116.284582
2,212,Cainiao,沙河镇北街家园6区21号楼底商109百世,Beijing,Beijing,China,40.166928,116.264673
2,213,Cainiao,北京市朝阳区常营镇北京像素南区8号楼,Beijing,Beijing,China,39.932721,116.624921
2,214,Cainiao,西罗园街道角门东里5号楼105号楼后食品店香烟冷饮批发店,Beijing,Beijing,China,39.855198,116.389565
2,215,Cainiao,城南街道凉水河路龙山跃1号院2号楼110号便民超市,Beijing,Beijing,China,40.205313,116.240456
2,216,Cainiao,小红门鸿博家园一期B区南门底商洋河蓝色经典名呀名酒超市,Beijing,Beijing,China,39.834757,116.479722
2,217,Cainiao,北京市大兴区后辛庄村永华路13号,Beijing,Beijing,China,39.727491,116.28493
2,218,Cainiao,北京市丰台区警备东路53号,Beijing,Beijing,China,39.809529,116.408507
2,219,Cainiao,北京市朝阳区左家庄西街8号楼5单元东102室,Beijing,Beijing,China,39.95875,116.446942
2,220,Cainiao,三间房建国路18号院珠江绿洲8号楼104室,Beijing,Beijing,China,39.913162,116.565165
2,221,Cainiao,新建村二期高层4号楼一单元104,Beijing,Beijing,China,39.935126,116.651859
2,222,Cainiao,卢沟桥街道莲怡园北路1号院2号楼8门101号便民商店,Beijing,Beijing,China,39.892658,116.304431
