"0","0","0"
"0","0","1"
"0","1","2"
"0","1","3"
"0","1","4"
"0","1","5"
"0","2","6"
"0","2","7"
"0","2","8"
"0","2","9"
"0","3","10"
"0","3","11"
"0","3","12"
"0","3","13"
"0","4","14"
"0","4","15"
"0","5","16"
"0","5","17"
"0","6","18"
"0","6","19"
"0","6","20"
"0","7","21"
"0","7","22"
"0","7","23"
"0","7","24"
"0","8","25"
"0","8","26"
"0","8","28"
"0","9","27"
"0","9","29"
"0","9","30"
"0","9","31"
"1","0","32"
"1","0","33"
"1","1","34"
"1","1","35"
"1","1","36"
"1","2","37"
"1","2","38"
"1","2","39"
"1","2","68"
"1","3","40"
"1","3","41"
"1","3","42"
"1","3","104"
"1","4","43"
"1","4","44"
"1","4","45"
"1","4","47"
"1","5","46"
"1","5","48"
"1","6","49"
"1","6","50"
"1","7","51"
"1","7","52"
"1","7","53"
"1","8","54"
"1","8","55"
"1","8","56"
"1","8","72"
"1","9","57"
"1","9","58"
"2","0","59"
"2","0","60"
"2","0","61"
"2","1","62"
"2","1","63"
"2","2","64"
"2","2","74"
"2","3","65"
"2","4","66"
"2","4","80"
"2","5","67"
"2","5","69"
"2","5","70"
"2","6","71"
"2","7","73"
"2","8","75"
"2","8","76"
"2","8","77"
"2","9","78"
"2","9","79"
"3","0","109"
"3","1","81"
"3","2","112"
"3","3","82"
"3","5","83"
"3","5","84"
"3","6","86"
"3","7","85"
"3","7","87"
"3","8","88"
"3","9","89"
"3","9","90"
"4","0","91"
"4","1","92"
"4","1","93"
"4","3","94"
"4","3","95"
"4","4","96"
"4","4","97"
"4","6","98"
"4","7","99"
"4","8","100"
"4","8","103"
"4","9","101"
"5","1","102"
"5","1","105"
"5","2","106"
"5","4","107"
"5","4","122"
"5","5","108"
"5","5","110"
"5","6","111"
"5","6","113"
"5","7","114"
"5","8","115"
"5","9","116"
"6","0","117"
"6","0","118"
"6","1","119"
"6","1","120"
"6","1","147"
"6","2","121"
"6","2","123"
"6","2","124"
"6","3","125"
"6","3","126"
"6","4","127"
"6","5","128"
"6","5","163"
"6","6","129"
"6","6","130"
"6","6","132"
"6","7","131"
"6","7","133"
"6","7","134"
"6","8","135"
"6","9","136"
"7","0","137"
"7","1","138"
"7","2","139"
"7","2","140"
"7","3","141"
"7","3","144"
"7","4","142"
"7","4","143"
"7","5","145"
"7","6","146"
"7","6","148"
"7","7","149"
"7","8","150"
"7","8","151"
"7","8","154"
"7","9","152"
"7","9","162"
"8","0","153"
"8","1","155"
"8","4","156"
"8","5","157"
"8","6","158"
"8","8","159"
"9","0","160"
"9","0","161"
"9","1","164"
"9","1","165"
"9","2","166"
"9","3","171"
"9","4","167"
"9","5","168"
"9","6","169"
"9","7","170"
"9","9","172"
"9","9","173"
"10","0","174"
"10","0","179"
"10","1","175"
"10","1","176"
"10","2","177"
"10","2","178"
"10","3","180"
"10","4","181"
"10","4","182"
"10","4","183"
"10","5","184"
"10","5","185"
"10","5","186"
"10","6","187"
"10","7","188"
"10","7","189"
"10","7","190"
"10","8","191"
"10","8","192"
"10","9","193"
"10","9","194"
"10","9","195"
"11","0","196"
"11","0","197"
"11","0","198"
"11","1","199"
"11","1","201"
"11","2","200"
"11","2","202"
"11","2","203"
"11","2","204"
"11","3","205"
"11","3","206"
"11","4","207"
"11","4","208"
"11","4","209"
"11","4","211"
"11","5","210"
"11","5","212"
"11","6","213"
"11","6","214"
"11","6","215"
"11","6","216"
"11","7","217"
"11","7","218"
"11","8","219"
"11","8","220"
"11","9","221"
"11","9","222"
"12","0","223"
"12","2","229"
"12","3","224"
"12","3","225"
"12","4","226"
"12","4","231"
"12","5","227"
"12","5","228"
"12","6","230"
"12","7","233"
"12","8","232"
"12","8","234"
"13","0","235"
"13","0","236"
"13","1","237"
"13","1","238"
"13","2","239"
"13","3","240"
"13","3","241"
"13","3","244"
"13","4","242"
"13","4","243"
"13","4","245"
"13","5","246"
"13","5","247"
"13","6","248"
"13","6","249"
"13","7","250"
"13","8","251"
"13","8","252"
"13","8","253"
"13","9","254"
"13","9","255"
"14","0","256"
"14","0","257"
"14","1","258"
"14","2","259"
"14","2","261"
"14","3","260"
"14","4","262"
"14","5","263"
"14","6","264"
"14","6","265"
"14","7","266"
"14","8","267"
"14","8","268"
"14","8","269"
"14","9","270"
"15","0","271"
"15","0","273"
"15","1","272"
"15","2","274"
"15","2","275"
"15","2","276"
"15","2","277"
"15","3","278"
"15","4","279"
"15","4","287"
"15","5","280"
"15","5","281"
"15","6","282"
"15","6","283"
"15","6","284"
"15","7","285"
"15","8","286"
"15","8","288"
"15","9","289"
"15","9","290"
"16","0","291"
"16","0","292"
"16","1","293"
"16","1","294"
"16","1","296"
"16","2","295"
"16","2","297"
"16","3","298"
"16","3","299"
"16","4","300"
"16","4","301"
"16","4","302"
"16","4","303"
"16","5","304"
"16","5","305"
"16","5","306"
"16","6","307"
"16","6","308"
"16","6","309"
"16","7","310"
"16","7","311"
"16","7","312"
"16","8","313"
"16","8","314"
"16","8","315"
"16","9","316"
"16","9","317"
"16","9","319"
"17","0","318"
"17","1","320"
"17","1","321"
"17","1","322"
"17","2","323"
"17","2","324"
"17","3","325"
"17","3","326"
"17","4","327"
"17","4","328"
"17","4","329"
"17","5","330"
"17","5","331"
"17","6","332"
"17","6","333"
"17","7","334"
"17","7","335"
"17","8","338"
"17","9","336"
"18","0","337"
"18","0","339"
"18","1","340"
"18","2","350"
"18","3","341"
"18","4","342"
"18","4","343"
"18","5","344"
"18","6","345"
"18","6","346"
"18","7","347"
"18","7","348"
"18","7","354"
"18","8","349"
"18","8","351"
"18","9","352"
"19","0","353"
"19","0","355"
"19","0","358"
"19","1","356"
"19","1","360"
"19","2","357"
"19","2","359"
"19","3","361"
"19","3","364"
"19","4","362"
"19","5","363"
"19","5","365"
"19","5","366"
"19","5","367"
"19","6","368"
"19","6","369"
"19","6","370"
"19","6","373"
"19","7","371"
"19","7","372"
"19","8","374"
"19","9","375"
"19","9","376"
"20","0","377"
"20","0","380"
"20","1","378"
"20","1","379"
"20","2","381"
"20","2","387"
"20","3","383"
"20","4","382"
"20","4","384"
"20","5","385"
"20","6","386"
"20","7","388"
"20","7","389"
"20","7","392"
"20","8","390"
"20","8","391"
"20","8","394"
"20","9","393"
"20","9","395"
"20","9","396"
"21","0","397"
"21","0","398"
"21","0","399"
"21","1","400"
"21","1","401"
"21","2","402"
"21","2","403"
"21","3","404"
"21","3","405"
"21","3","406"
"21","4","407"
"21","5","408"
"21","5","409"
"21","6","410"
"21","6","411"
"21","7","412"
"21","7","413"
"21","7","428"
"21","8","414"
"21","8","415"
"21","9","416"
"22","0","417"
"22","0","418"
"22","1","419"
"22","1","420"
"22","1","421"
"22","2","422"
"22","2","423"
"22","2","424"
"22","2","425"
"22","3","426"
"22","3","427"
"22","3","429"
"22","4","430"
"22","4","431"
"22","4","432"
"22","5","433"
"22","5","434"
"22","6","435"
"22","6","436"
"22","7","437"
"22","7","438"
"22","7","439"
"22","8","440"
"22","8","441"
"22","8","446"
"22","9","442"
"22","9","443"
"23","1","444"
"23","2","445"
"23","3","447"
"23","4","448"
"23","5","449"
"23","6","450"
"23","7","451"
"23","7","454"
"23","8","452"
"23","8","453"
"23","9","455"
"24","1","456"
"24","1","457"
"24","3","458"
"24","5","459"
"24","5","460"
"24","6","461"
"24","6","469"
"24","7","462"
"24","8","463"
"25","0","464"
"25","1","465"
"25","2","466"
"25","3","467"
"25","5","468"
"25","5","471"
"25","6","470"
"25","6","472"
"25","7","473"
"25","8","474"
"25","9","475"
"26","0","476"
"26","0","477"
"26","0","478"
"26","1","479"
"26","1","480"
"26","1","481"
"26","2","482"
"26","2","483"
"26","3","484"
"26","3","485"
"26","4","486"
"26","4","487"
"26","5","488"
"26","5","489"
"26","6","490"
"26","6","491"
"26","7","492"
"26","7","503"
"26","8","493"
"26","8","494"
"26","9","495"
"26","9","496"
"26","9","497"
"27","1","498"
"27","2","499"
"27","2","527"
"27","3","500"
"27","4","504"
"27","5","501"
"27","6","502"
"27","6","505"
"27","8","506"
"27","8","507"
"27","9","508"
"27","9","509"
"28","0","510"
"28","1","511"
"28","1","512"
"28","2","513"
"28","3","514"
"28","4","515"
"28","4","516"
"28","4","517"
"28","5","518"
"28","5","519"
"28","5","521"
"28","6","520"
"28","6","522"
"28","7","523"
"28","8","524"
"28","8","525"
"28","9","526"
"28","9","528"
"29","0","529"
"29","0","542"
"29","2","530"
"29","4","531"
"29","4","532"
"29","6","533"
"29","6","534"
"29","7","535"
"29","9","536"
"29","9","537"
"30","0","538"
"30","0","539"
"30","1","540"
"30","1","541"
"30","1","543"
"30","2","544"
"30","2","545"
"30","2","546"
"30","2","547"
"30","3","548"
"30","3","549"
"30","3","556"
"30","4","550"
"30","4","560"
"30","5","551"
"30","5","552"
"30","5","553"
"30","6","554"
"30","6","557"
"30","7","555"
"30","7","558"
"30","7","559"
"30","8","561"
"30","8","562"
"30","8","563"
"30","8","565"
"30","9","564"
"30","9","566"
"30","9","567"
"30","9","572"
"31","0","568"
"31","0","569"
"31","1","570"
"31","2","571"
"31","3","573"
"31","4","574"
"31","4","575"
"31","5","576"
"31","5","577"
"31","6","578"
"31","7","579"
"31","7","580"
"31","8","581"
"31","8","582"
"31","9","583"
"32","0","584"
"32","0","585"
"32","1","616"
"32","3","590"
"32","4","593"
"32","6","586"
"32","6","587"
"32","8","589"
"33","0","588"
"33","1","591"
"33","2","592"
"33","3","594"
"33","3","595"
"33","3","596"
"33","4","597"
"33","5","598"
"33","6","599"
"33","6","600"
"33","6","603"
"33","7","601"
"33","7","602"
"33","8","604"
"33","8","605"
"33","9","606"
"33","9","607"
"33","9","608"
"34","0","609"
"34","1","610"
"34","2","611"
"34","3","612"
"34","5","613"
"34","6","614"
"34","6","615"
"34","7","617"
"34","7","619"
"34","8","618"
"34","9","620"
"35","0","621"
"35","0","622"
"35","0","623"
"35","1","624"
"35","1","625"
"35","2","626"
"35","2","627"
"35","2","628"
"35","3","629"
"35","3","630"
"35","3","632"
"35","4","631"
"35","4","633"
"35","4","634"
"35","5","635"
"35","5","636"
"35","6","637"
"35","6","638"
"35","6","639"
"35","7","640"
"35","7","641"
"35","8","642"
"35","8","643"
"35","8","644"
"35","9","645"
"35","9","646"
"36","0","647"
"36","2","648"
"36","3","649"
"36","3","650"
